No.,Time,Source,Destination,Protocol,Length,IP Len,TCP Len,HTTP Data Len,Info,File Data,TCP Seq,TCP Next Seq
10296,8004.526603,172.28.150.236,172.28.150.15,TCP,60,40,0,,"193  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
10362,8064.331998,172.28.150.236,172.28.150.15,TCP,60,44,0,,194  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
10366,8064.332482,172.28.150.236,172.28.150.15,TCP,60,40,0,,194  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
10367,8064.34121,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
10368,8064.345539,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
10370,8064.349553,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
10375,8064.89122,172.28.150.236,172.28.150.15,TCP,60,40,0,,"194  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
10433,8124.707223,172.28.150.236,172.28.150.15,TCP,60,44,0,,195  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
10437,8124.707671,172.28.150.236,172.28.150.15,TCP,60,40,0,,195  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
10438,8124.716376,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
10441,8124.720733,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
10443,8124.72469,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
10451,8125.253238,172.28.150.236,172.28.150.15,TCP,60,40,0,,"195  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
10511,8185.082498,172.28.150.236,172.28.150.15,TCP,60,44,0,,196  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
10513,8185.082757,172.28.150.236,172.28.150.15,TCP,60,40,0,,196  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
10514,8185.091538,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
10515,8185.095807,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
10517,8185.099694,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
10521,8185.313427,172.28.150.236,172.28.150.15,TCP,60,40,0,,"196  >  8080 [RST, ACK] Seq=398 Ack=289 Win=0 Len=0",,398,
10584,8245.3577,172.28.150.236,172.28.150.15,TCP,60,44,0,,197  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
10588,8245.358121,172.28.150.236,172.28.150.15,TCP,60,40,0,,197  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
10589,8245.366776,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
10590,8245.371091,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
10592,8245.374996,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
10597,8245.810712,172.28.150.236,172.28.150.15,TCP,60,40,0,,"197  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
10655,8305.63293,172.28.150.236,172.28.150.15,TCP,60,44,0,,198  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
10659,8305.633355,172.28.150.236,172.28.150.15,TCP,60,40,0,,198  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
10660,8305.642006,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
10661,8305.646302,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
10663,8305.650186,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
10668,8306.163831,172.28.150.236,172.28.150.15,TCP,60,40,0,,"198  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
10733,8366.008272,172.28.150.236,172.28.150.15,TCP,60,44,0,,199  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
10735,8366.008549,172.28.150.236,172.28.150.15,TCP,60,40,0,,199  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
10736,8366.01733,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
10737,8366.021726,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
10739,8366.025814,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
10745,8366.557061,172.28.150.236,172.28.150.15,TCP,60,40,0,,"199  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
10806,8425.645084,172.28.150.236,172.28.150.15,TCP,60,44,0,,200  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
10808,8425.645344,172.28.150.236,172.28.150.15,TCP,60,40,0,,200  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
10809,8425.654144,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
10810,8425.658486,172.28.150.236,172.28.150.15,TCP,139,125,85,,[TCP segment of a reassembled PDU],,270,355
10812,8425.664711,172.28.150.236,172.28.150.15,HTTP,192,178,138,223,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Counters&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Counter%22%3A%7B%22TubesValue%22%3A0%2C%22BoxValue%22%3A0%2C%22BillValue%22%3A0%2C%22BillCont%22%3A0%2C%22Counters%22%3A%5B%5D%7D%7D,355,493
10816,8426.148839,172.28.150.236,172.28.150.15,TCP,60,40,0,,"200  >  8080 [RST, ACK] Seq=493 Ack=2 Win=0 Len=0",,493,
10821,8426.323363,172.28.150.236,172.28.150.15,TCP,60,44,0,,201  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
10823,8426.323603,172.28.150.236,172.28.150.15,TCP,60,40,0,,201  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
10824,8426.332277,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
10825,8426.336541,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
10827,8426.340519,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
10832,8426.873746,172.28.150.236,172.28.150.15,TCP,60,40,0,,"201  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
10899,8486.698499,172.28.150.236,172.28.150.15,TCP,60,44,0,,202  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
10903,8486.698916,172.28.150.236,172.28.150.15,TCP,60,40,0,,202  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
10904,8486.70766,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
10905,8486.711957,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
10907,8486.715917,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
10911,8487.188073,172.28.150.236,172.28.150.15,TCP,60,40,0,,"202  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
10968,8547.023654,172.28.150.236,172.28.150.15,TCP,60,44,0,,203  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
10970,8547.023934,172.28.150.236,172.28.150.15,TCP,60,40,0,,203  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
10971,8547.032839,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
10972,8547.037157,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
10974,8547.040813,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
10979,8547.559139,172.28.150.236,172.28.150.15,TCP,60,40,0,,"203  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
11044,8607.429029,172.28.150.236,172.28.150.15,TCP,60,44,0,,204  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
11048,8607.429455,172.28.150.236,172.28.150.15,TCP,60,40,0,,204  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
11049,8607.438209,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
11050,8607.442488,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
11052,8607.446432,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
11057,8607.967572,172.28.150.236,172.28.150.15,TCP,60,40,0,,"204  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
11115,8667.753958,172.28.150.236,172.28.150.15,TCP,60,44,0,,205  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
11119,8667.754403,172.28.150.236,172.28.150.15,TCP,60,40,0,,205  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
11120,8667.763186,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
11121,8667.767481,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
11123,8667.771227,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
11127,8668.251408,172.28.150.236,172.28.150.15,TCP,60,40,0,,"205  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
11192,8728.079614,172.28.150.236,172.28.150.15,TCP,60,44,0,,206  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
11194,8728.079875,172.28.150.236,172.28.150.15,TCP,60,40,0,,206  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
11195,8728.088659,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
11196,8728.093016,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
11198,8728.096993,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
11202,8728.360451,172.28.150.236,172.28.150.15,TCP,60,40,0,,"206  >  8080 [RST, ACK] Seq=398 Ack=289 Win=0 Len=0",,398,
11259,8788.454769,172.28.150.236,172.28.150.15,TCP,60,44,0,,207  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
11263,8788.455227,172.28.150.236,172.28.150.15,TCP,60,40,0,,207  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
11264,8788.464017,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
11265,8788.468341,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
11267,8788.472286,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
11271,8788.951243,172.28.150.236,172.28.150.15,TCP,60,40,0,,"207  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
11340,8848.779652,172.28.150.236,172.28.150.15,TCP,60,44,0,,208  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
11344,8848.780095,172.28.150.236,172.28.150.15,TCP,60,40,0,,208  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
11345,8848.788883,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
11346,8848.793158,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
11348,8848.796856,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
11352,8849.252205,172.28.150.236,172.28.150.15,TCP,60,40,0,,"208  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
11412,8909.005256,172.28.150.236,172.28.150.15,TCP,60,44,0,,209  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
11414,8909.005521,172.28.150.236,172.28.150.15,TCP,60,40,0,,209  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
11415,8909.014233,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
11417,8909.018613,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
11419,8909.02262,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
11424,8909.532849,172.28.150.236,172.28.150.15,TCP,60,40,0,,"209  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
11496,8969.38046,172.28.150.236,172.28.150.15,TCP,60,44,0,,210  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
11500,8969.380951,172.28.150.236,172.28.150.15,TCP,60,40,0,,210  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
11501,8969.389671,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
11502,8969.393969,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
11504,8969.39795,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
11509,8969.902042,172.28.150.236,172.28.150.15,TCP,60,40,0,,"210  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
11563,9025.617522,172.28.150.236,172.28.150.15,TCP,60,44,0,,211  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
11565,9025.617795,172.28.150.236,172.28.150.15,TCP,60,40,0,,211  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
11566,9025.62655,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
11567,9025.630882,172.28.150.236,172.28.150.15,TCP,139,125,85,,[TCP segment of a reassembled PDU],,270,355
11569,9025.637158,172.28.150.236,172.28.150.15,HTTP,192,178,138,223,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Counters&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Counter%22%3A%7B%22TubesValue%22%3A0%2C%22BoxValue%22%3A0%2C%22BillValue%22%3A0%2C%22BillCont%22%3A0%2C%22Counters%22%3A%5B%5D%7D%7D,355,493
11572,9025.844702,172.28.150.236,172.28.150.15,TCP,60,40,0,,"211  >  8080 [RST, ACK] Seq=493 Ack=293 Win=0 Len=0",,493,
11579,9029.695603,172.28.150.236,172.28.150.15,TCP,60,44,0,,212  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
11581,9029.695839,172.28.150.236,172.28.150.15,TCP,60,40,0,,212  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
11582,9029.704539,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
11583,9029.7088,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
11585,9029.712729,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
11590,9030.228906,172.28.150.236,172.28.150.15,TCP,60,40,0,,"212  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
11654,9090.070775,172.28.150.236,172.28.150.15,TCP,60,44,0,,213  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
11656,9090.070986,172.28.150.236,172.28.150.15,TCP,60,40,0,,213  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
11657,9090.07968,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
11658,9090.083993,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
11660,9090.087946,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
11665,9090.555122,172.28.150.236,172.28.150.15,TCP,60,40,0,,"213  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
